int64_field_0,url,title,time_published,sentiment_score,sentiment_label,source,ticker_sentiment_score,ticker_sentiment_label
92,https://decrypt.co/306545/bitcoin-below-95k-solana-xrp-dogecoin-falling,"Bitcoin Drops Below $95K as Solana, XRP and Dogecoin Keep Falling",2025-02-18 17:46:14 UTC,-0.211178,Somewhat-Bearish,Decrypt.co,-0.142278,Neutral
101,https://decrypt.co/306545/bitcoin-below-95k-solana-xrp-dogecoin-falling,"Bitcoin Drops Below $95K as Solana, XRP and Dogecoin Keep Falling",2025-02-18 17:46:14 UTC,-0.211178,Somewhat-Bearish,Decrypt.co,-0.142278,Neutral
203,https://decrypt.co/306545/bitcoin-below-95k-solana-xrp-dogecoin-falling,"Bitcoin Drops Below $95K as Solana, XRP and Dogecoin Keep Falling",2025-02-18 17:46:14 UTC,-0.211178,Somewhat-Bearish,Decrypt.co,-0.142278,Neutral
314,https://decrypt.co/306545/bitcoin-below-95k-solana-xrp-dogecoin-falling,"Bitcoin Drops Below $95K as Solana, XRP and Dogecoin Keep Falling",2025-02-18 17:46:14 UTC,-0.211178,Somewhat-Bearish,Decrypt.co,-0.142278,Neutral
90,https://decrypt.co/306565/grayscale-pyth-trust-solana-funds,Grayscale Debuts Fund Based on Pyth Network Solana Token,2025-02-18 19:36:59 UTC,0.350482,Bullish,Decrypt.co,0.093701,Neutral
313,https://decrypt.co/306565/grayscale-pyth-trust-solana-funds,Grayscale Debuts Fund Based on Pyth Network Solana Token,2025-02-18 19:36:59 UTC,0.350482,Bullish,Decrypt.co,0.093701,Neutral
460,https://decrypt.co/306565/grayscale-pyth-trust-solana-funds,Grayscale Debuts Fund Based on Pyth Network Solana Token,2025-02-18 19:36:59 UTC,0.350482,Bullish,Decrypt.co,0.093701,Neutral
86,https://decrypt.co/306584/president-trump-solana-meme-coin-airdrop-merch-nft,"Trump Company Plans to Airdrop Solana Meme Coin to Eligible NFT, Merch Buyers",2025-02-18 22:43:53 UTC,0.257342,Somewhat-Bullish,Decrypt.co,0,Neutral
85,https://decrypt.co/306591/coinbase-solana-hedera-futures-contracts,"Coinbase Launches Solana, Hedera Futures Contracts for US Traders",2025-02-18 23:21:26 UTC,-0.007092,Neutral,Decrypt.co,-0.007108,Neutral
311,https://decrypt.co/306591/coinbase-solana-hedera-futures-contracts,"Coinbase Launches Solana, Hedera Futures Contracts for US Traders",2025-02-18 23:21:26 UTC,-0.007092,Neutral,Decrypt.co,-0.007108,Neutral
458,https://decrypt.co/306591/coinbase-solana-hedera-futures-contracts,"Coinbase Launches Solana, Hedera Futures Contracts for US Traders",2025-02-18 23:21:26 UTC,-0.007092,Neutral,Decrypt.co,-0.007108,Neutral
84,https://decrypt.co/306594/who-launched-president-milei-libra-solana-meme-coin,Everything You Need to Know About the Team Behind Milei's Libra Meme Coin,2025-02-19 00:40:40 UTC,0.054354,Neutral,Decrypt.co,0.126231,Neutral
201,https://decrypt.co/306594/who-launched-president-milei-libra-solana-meme-coin,Everything You Need to Know About the Team Behind Milei's Libra Meme Coin,2025-02-19 00:40:40 UTC,0.054354,Neutral,Decrypt.co,0.126231,Neutral
82,https://decrypt.co/306597/ftx-creditor-champion-avoid-solana-meme-coins,FTX Creditor 'Champion' Advises SBF's Victims to Avoid Gambling on Solana Meme Coins,2025-02-19 02:30:09 UTC,-0.1385,Neutral,Decrypt.co,-0.122001,Neutral
81,https://decrypt.co/306608/cardex-game-exploit-drains-abstract-wallets,'Cardex' Game Exploit Drains Wallets on Ethereum Layer-2 Abstract,2025-02-19 02:47:31 UTC,-0.021841,Neutral,Decrypt.co,0.008616,Neutral
80,https://decrypt.co/306629/sec-acknowledges-bitwises-spot-xrp-etf-filing,SEC Acknowledges Bitwise's Spot XRP ETF Filing Adding to a Crowded List,2025-02-19 06:38:39 UTC,0.148839,Neutral,Decrypt.co,0,Neutral
457,https://decrypt.co/306629/sec-acknowledges-bitwises-spot-xrp-etf-filing,SEC Acknowledges Bitwise's Spot XRP ETF Filing Adding to a Crowded List,2025-02-19 06:38:39 UTC,0.148839,Neutral,Decrypt.co,0,Neutral
73,https://decrypt.co/306704/community-gaming-cgx-airdrop-forkast-ethereum-ronin,"Community Gaming Launches CGX Airdrop, Prediction Market on Ethereum's Ronin Network",2025-02-19 15:52:40 UTC,0.237885,Somewhat-Bullish,Decrypt.co,0.144086,Neutral
40,https://decrypt.co/306709/bitcoin-app-fold-goes-public-nasdaq,"Bitcoin Rewards App Fold Goes Public, Begins Trading on Nasdaq",2025-02-19 19:34:17 UTC,0.372539,Bullish,Decrypt.co,0.079932,Neutral
47,https://decrypt.co/306716/bitcoin-100k-massive-wave-institutional-interest-samson-mow,Bitcoin Reaching $100K Is Start of 'Massive Wave' of Institutional Interest: Samson Mow,2025-02-19 17:34:32 UTC,0.096661,Neutral,Decrypt.co,0.081807,Neutral
67,https://decrypt.co/306799/ethereum-game-fantasy-top-monad-testnet,Ethereum NFT Game 'Fantasy Top' Expands to Monad Alongside Testnet Launch,2025-02-20 02:20:15 UTC,0.28259,Somewhat-Bullish,Decrypt.co,0.01842,Neutral
69,https://decrypt.co/306822/aptos-price-surges-traders-fuel-community-takeover,Aptos Price Surges as Traders Fuel 'Community Takeover' With Memes,2025-02-19 20:47:48 UTC,0.115338,Neutral,Decrypt.co,0.023393,Neutral
152,https://decrypt.co/306822/aptos-price-surges-traders-fuel-community-takeover,Aptos Price Surges as Traders Fuel 'Community Takeover' With Memes,2025-02-19 20:47:48 UTC,0.115338,Neutral,Decrypt.co,0.023393,Neutral
28,https://decrypt.co/306903/crypto-etfs-are-dragging-along-the-negatives-of-traditional-finance-sygnum,Crypto ETFs are 'Dragging Along' the Negatives of Traditional Finance: Sygnum,2025-02-20 07:26:14 UTC,0.123757,Neutral,Decrypt.co,-0.031912,Neutral
64,https://decrypt.co/306903/crypto-etfs-are-dragging-along-the-negatives-of-traditional-finance-sygnum,Crypto ETFs are 'Dragging Along' the Negatives of Traditional Finance: Sygnum,2025-02-20 07:26:14 UTC,0.123757,Neutral,Decrypt.co,-0.031912,Neutral
25,https://decrypt.co/306923/metaplanet-now-holds-0-01-of-bitcoins-total-supply,Metaplanet Now Holds 0.01% of Bitcoin's Total Supply,2025-02-20 10:09:28 UTC,0.135783,Neutral,Decrypt.co,0,Neutral
21,https://decrypt.co/306927/australian-regulator-warns-of-horror-scenarios-from-trump-easing-crypto-oversight,Australian Regulator Warns of 'Horror Scenarios' From Trump Easing Crypto Oversight,2025-02-20 12:35:11 UTC,0.066258,Neutral,Decrypt.co,0.009066,Neutral
5,https://decrypt.co/307078/bad-moon-rising-bitcoin-rare-cosmic-event,Bad Moon Rising for Bitcoin? Astrologers Think So as Rare Cosmic Event Approaches,2025-02-20 21:27:02 UTC,0.08937,Neutral,Decrypt.co,-0.025411,Neutral
8,https://decrypt.co/307080/strategy-raise-2-billion-buy-bitcoin,Strategy Details Plan to Raise $2 Billion to Buy Even More Bitcoin,2025-02-20 20:02:32 UTC,0.016743,Neutral,Decrypt.co,0.108566,Neutral
54,https://decrypt.co/307098/pudgy-penguins-artist-new-berachain-nft-collection,Original Pudgy Penguins Artist Finds 'Freedom' With New Berachain NFT Collection,2025-02-20 21:57:22 UTC,0.272781,Somewhat-Bullish,Decrypt.co,-0.01903,Neutral
51,https://decrypt.co/307115/illuvium-ethereum-game-studio-restructuring,'Illuvium' Ethereum Game Studio Undergoes Restructuring Amid 'Rebuild',2025-02-20 23:41:02 UTC,0.038568,Neutral,Decrypt.co,-0.047114,Neutral
2,https://decrypt.co/307138/solana-etf-approvals-experts-weigh-in,Are Solana ETF Approvals 'In the Bag'? Experts Weigh In,2025-02-20 23:14:52 UTC,0.111707,Neutral,Decrypt.co,0.097894,Neutral
52,https://decrypt.co/307138/solana-etf-approvals-experts-weigh-in,Are Solana ETF Approvals 'In the Bag'? Experts Weigh In,2025-02-20 23:14:52 UTC,0.111707,Neutral,Decrypt.co,0.097894,Neutral
1,https://decrypt.co/307149/franklin-templeton-expz-etf-bitcoin-ethereum,"Franklin Templeton Launches EZPZ ETF for Weighted Bitcoin, Ethereum Exposure",2025-02-21 00:05:26 UTC,0.146388,Neutral,Decrypt.co,-0.050235,Neutral
50,https://decrypt.co/307149/franklin-templeton-expz-etf-bitcoin-ethereum,"Franklin Templeton Launches EZPZ ETF for Weighted Bitcoin, Ethereum Exposure",2025-02-21 00:05:26 UTC,0.146388,Neutral,Decrypt.co,-0.050235,Neutral
407,https://decrypt.co/resources/what-are-layer-2-networks-and-sidechains-ethereum-scaling-explained,What Are Layer-2 Networks and Sidechains? Ethereum Scaling Explained,2024-11-03 19:29:17 UTC,0.175057,Somewhat-Bullish,Decrypt.co,0.077024,Neutral
138,https://decrypt.co/resources/what-is-grevm-1-0-the-ultra-fast-engine-powering-galxes-gravity-blockchain,What is Grevm 1.0? The 'Ultra-Fast' Engine Powering Galxe's Gravity Blockchain,2024-12-23 21:51:59 UTC,0.24996,Somewhat-Bullish,Decrypt.co,0.068745,Neutral
589,https://decrypt.co/resources/what-is-grevm-1-0-the-ultra-fast-engine-powering-galxes-gravity-blockchain,What is Grevm 1.0? The 'Ultra-Fast' Engine Powering Galxe's Gravity Blockchain,2024-12-23 21:51:59 UTC,0.24996,Somewhat-Bullish,Decrypt.co,0.068745,Neutral
674,https://decrypt.co/resources/what-is-grevm-1-0-the-ultra-fast-engine-powering-galxes-gravity-blockchain,What is Grevm 1.0? The 'Ultra-Fast' Engine Powering Galxe's Gravity Blockchain,2024-12-23 21:51:59 UTC,0.24996,Somewhat-Bullish,Decrypt.co,0.068745,Neutral
727,https://www.benzinga.com/22/06/27800139/crypto-gloom-new-investors-using-dips-for-gains,Crypto Gloom: New Investors Using Dips for Gains,2022-06-21 17:46:19 UTC,-8.7e-05,Neutral,Benzinga,-0.007545,Neutral
149,https://www.benzinga.com/24/12/42382485/pepe-surges-27-over-the-week-powered-by-crypto-exchange-listings-dogecoin-shiba-inu-trail-behind,"PEPE Surges 27% Over The Week Powered By Crypto Exchange Listings As Dogecoin, Shiba Inu Get Left Behind",2024-12-09 04:49:57 UTC,0.390482,Bullish,Benzinga,0.110583,Neutral
593,https://www.benzinga.com/24/12/42616198/bitcoin-drops-10-ethereum-18-and-dogecoin-28-amid-market-turmoil-analyst-predicts-challenges-for-elon-musks-gover,"Bitcoin Drops 10%, Ethereum 18%, And Dogecoin 28% Amid Market Turmoil; Analyst Predicts Challenges For Elon Musk's Government Ambitions; DJT Stock Falls 5% After Trump's Stake Transfer - Top Headlines Today While US Slept",2024-12-20 13:50:20 UTC,-0.046591,Neutral,Benzinga,0,Neutral
249,https://www.benzinga.com/25/01/42904831/dogecoin-has-dropped-16-over-the-past-month-but-this-analyst-says-retracement-often-occurs-before-a-massive-spike,"Dogecoin Has Dropped 16% Over A Month, But This Trader Is Confident The Meme King Will Hit $1 In 2025",2025-01-10 04:34:18 UTC,0.217935,Somewhat-Bullish,Benzinga,-0.076498,Neutral
571,https://www.benzinga.com/25/01/43078226/bitcoin-ethereum-dogecoin-plunge-as-trumps-official-memecoin-loses-way-analyst-underlines-importance-of-btcs-week,"Bitcoin, Ethereum, Dogecoin Plunge As Official Trump Memecoin Loses Way: Analyst Says 'Great Times Are Ahead' For These Coins As Dollar Index Weakens - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",2025-01-20 02:59:09 UTC,0.096613,Neutral,Benzinga,0.021784,Neutral
297,https://www.benzinga.com/25/01/43079586/donald-melania-launch-official-memecoins-heres-how-much-the-husband-wife-duo-possibly-made-with-their-latest-cryp,"Donald, Melania Crypto Launch Is Worth Billions, Here's How Much The First Couple's Namesake Coins Have Generated",2025-01-20 08:22:05 UTC,0.302116,Somewhat-Bullish,Benzinga,0.007449,Neutral
295,https://www.benzinga.com/25/01/43082005/market-to-seek-further-information-on-utilization-of-80-trump-token-supply-says-bernstein,Market Seeks Further Information On Utilization Of 80% TRUMP Token Supply: Report,2025-01-20 13:08:02 UTC,0.272828,Somewhat-Bullish,Benzinga,0.088647,Neutral
114,https://www.benzinga.com/25/01/43257817/lunar-new-year-2025-snake-themed-cryptos-usher-in-festive-mood-but-low-liquidity-casts-doubts,"Snake-Themed Crypto Shoots Up Impressive 183868% Ahead Of Lunar New Year, But Here's Why You Should Be Wary Of This Serpent",2025-01-28 06:42:25 UTC,0.131694,Neutral,Benzinga,0,Neutral
278,https://www.benzinga.com/25/01/43257817/lunar-new-year-2025-snake-themed-cryptos-usher-in-festive-mood-but-low-liquidity-casts-doubts,"Snake-Themed Crypto Shoots Up Impressive 183868% Ahead Of Lunar New Year, But Here's Why You Should Be Wary Of This Serpent",2025-01-28 06:42:25 UTC,0.131694,Neutral,Benzinga,0,Neutral
232,https://www.benzinga.com/25/01/43267246/tuttle-capital-pushes-boundaries-with-trump-and-melania-memecoin-etfs-along-with-few-others,"Tuttle Capital Pushes Boundaries With TRUMP And MELANIA Memecoin ETFs, Along With Few Others",2025-01-28 14:06:00 UTC,0.258989,Somewhat-Bullish,Benzinga,0.091529,Neutral
563,https://www.benzinga.com/25/01/43267246/tuttle-capital-pushes-boundaries-with-trump-and-melania-memecoin-etfs-along-with-few-others,"Tuttle Capital Pushes Boundaries With TRUMP And MELANIA Memecoin ETFs, Along With Few Others",2025-01-28 14:06:00 UTC,0.258989,Somewhat-Bullish,Benzinga,0.091529,Neutral
274,https://www.benzinga.com/25/01/43327227/dogecoin-shiba-inu-lift-but-get-overshadowed-by-fartcoin-pepe-in-memecoin-rally,"Dogecoin, Shiba Inu Rebound Overshadowed By Fartcoin, Pepe In Memecoin Rally - Emeren Group  ( NYSE:SOL ) ",2025-01-30 05:41:01 UTC,0.169039,Somewhat-Bullish,Benzinga,-0.007061,Neutral
272,https://www.benzinga.com/25/01/43376047/are-fartcoin-moodeng-tokens-securities-memecoin-creator-pumpfun-slapped-with-class-action-lawsuit,"Are Fartcoin, MooDeng Tokens Securities? Solana-based Memecoin Creator Pump.fun Slapped With Class-Action Lawsuit",2025-01-31 06:11:56 UTC,-0.079997,Neutral,Benzinga,0.100499,Neutral
188,https://www.benzinga.com/25/02/43426246/bitcoin-dogecoin-capped-last-week-on-a-gloomy-note-but-these-lesser-known-cryptos-showed-resilience,"Bitcoin, Dogecoin Ended Last Week On A Gloomy Note But These Coins Remained Resilient - Grayscale Ethereum Mini Trust  ( ETH )  Common units of fractional undivided beneficial interest  ( ARCA:ETH ) ",2025-02-03 05:58:56 UTC,0.075375,Neutral,Benzinga,0.052618,Neutral
270,https://www.benzinga.com/25/02/43426246/bitcoin-dogecoin-capped-last-week-on-a-gloomy-note-but-these-lesser-known-cryptos-showed-resilience,"Bitcoin, Dogecoin Ended Last Week On A Gloomy Note But These Coins Remained Resilient - Grayscale Ethereum Mini Trust  ( ETH )  Common units of fractional undivided beneficial interest  ( ARCA:ETH ) ",2025-02-03 05:58:56 UTC,0.075375,Neutral,Benzinga,0.052618,Neutral
213,https://www.benzinga.com/25/02/43613700/cardano-outgains-bitcoin-ethereum-with-11-rally-after-its-first-ever-spot-etf-application-in-the-us,"Cardano Outperforms Bitcoin, Ethereum With 11% Gains After Grayscale Applies For First Ever ADA Spot ETF In US",2025-02-11 03:31:51 UTC,0.397795,Bullish,Benzinga,0,Neutral
477,https://www.benzinga.com/25/02/43613700/cardano-outgains-bitcoin-ethereum-with-11-rally-after-its-first-ever-spot-etf-application-in-the-us,"Cardano Outperforms Bitcoin, Ethereum With 11% Gains After Grayscale Applies For First Ever ADA Spot ETF In US",2025-02-11 03:31:51 UTC,0.397795,Bullish,Benzinga,0,Neutral
105,https://www.benzinga.com/25/02/43682927/changpeng-cz-zhao-mulls-over-community-suggestion-of-a-dog-based-memecoin-pretty-interesting-how-things-work,"Changpeng 'CZ' Zhao Mulls Over Community Suggestion Of Memecoin Based On His Dog, Wants To Know 'How Does This Work'",2025-02-13 05:08:55 UTC,0.324892,Somewhat-Bullish,Benzinga,0,Neutral
340,https://www.benzinga.com/25/02/43682927/changpeng-cz-zhao-mulls-over-community-suggestion-of-a-dog-based-memecoin-pretty-interesting-how-things-work,"Changpeng 'CZ' Zhao Mulls Over Community Suggestion Of Memecoin Based On His Dog, Wants To Know 'How Does This Work'",2025-02-13 05:08:55 UTC,0.324892,Somewhat-Bullish,Benzinga,0,Neutral
103,https://www.benzinga.com/25/02/43719682/peter-schiff-says-gamestop-has-thrown-a-hail-mary-by-considering-bitcoin-investments-draws-parallels-with-michael,"Gamestop's Potential Bitcoin Move A 'Hail Mary,' Says Peter Schiff -Crypto Themed On Company Rips 440% - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",2025-02-14 03:56:25 UTC,0.12022,Neutral,Benzinga,0.116298,Neutral
256,https://www.benzinga.com/25/02/43761407/argentinas-javier-milei-faces-impeachment-for-promoting-tainted-libra-memecoin-that-pumped-and-dumpedpresidents-o,Javier Milei Faces Impeachment For Promoting Tainted LIBRA Memecoin After Pump And Dump - Argentine Lawyers File Criminal Charges - Emeren Group  ( NYSE:SOL ) ,2025-02-17 02:54:40 UTC,-0.024282,Neutral,Benzinga,-0.043092,Neutral
97,https://www.benzinga.com/25/02/43772221/pepe-defies-memecoin-decline-as-whales-load-up-on-frog-themed-cryptoanalyst-paints-30-35-upside-because-of-this-f,PEPE Shrugs Off Memecoin Declines As Whales Load Up On Coins: Here's Why This Analyst Thinks The Frog-Themed Crypto Could Rally 30-35%,2025-02-18 04:05:38 UTC,0.247645,Somewhat-Bullish,Benzinga,0,Neutral
318,https://www.benzinga.com/25/02/43772221/pepe-defies-memecoin-decline-as-whales-load-up-on-frog-themed-cryptoanalyst-paints-30-35-upside-because-of-this-f,PEPE Shrugs Off Memecoin Declines As Whales Load Up On Coins: Here's Why This Analyst Thinks The Frog-Themed Crypto Could Rally 30-35%,2025-02-18 04:05:38 UTC,0.247645,Somewhat-Bullish,Benzinga,0,Neutral
83,https://www.benzinga.com/25/02/43802574/bitcoin-ethereum-dogecoin-slide-further-while-stocks-rally-analyst-spots-a-good-sign-for-eths-mid-term-and-long-t,"Bitcoin, Ethereum, Dogecoin Slide As Stocks Rally: Analyst Spots 'Good Sign' For ETH's Mid-Term And Long-Term Price Outlooks - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",2025-02-19 02:00:58 UTC,0.112934,Neutral,Benzinga,0.130277,Neutral
303,https://www.benzinga.com/25/02/43838629/dogecoin-whales-reduce-trading-activity-amid-lull-but-this-analyst-foresees-massive-500-upside-for-memecoin,Dogecoin Whales Trading Activity Reduces Amid Lull In Price But This Analyst Sees DOGE Touching $1.50,2025-02-20 05:10:17 UTC,0.1415,Neutral,Benzinga,0.103836,Neutral
12,https://www.benzinga.com/25/02/43858501/whats-moving-markets-thursday,"Palantir Rally Loses Steam, Walmart Outlook Disappoints: What's Driving Markets Thursday? - SPDR S&P 500  ( ARCA:SPY ) ",2025-02-20 17:44:17 UTC,-0.014729,Neutral,Benzinga,-0.132931,Neutral
42,https://www.benzinga.com/general/market-summary/25/02/43821214/trump-calls-for-more-tariffs-federal-reserve-minutes-on-deck-whats-driving-markets-wednesd,"Trump Calls For More Tariffs, Federal Reserve Minutes On Deck: What's Driving Markets Wednesday? - SPDR S&P 500  ( ARCA:SPY ) ",2025-02-19 18:25:20 UTC,0.036351,Neutral,Benzinga,0,Neutral
679,https://www.benzinga.com/general/social-media/24/12/42421244/anthony-scaramucci-thanks-michael-saylor-for-mic-drop-at-little-book-of-bitcoin-launch,Anthony Scaramucci Thanks Michael Saylor For 'Mic Drop' At 'Little Book Of Bitcoin' Launch,2024-12-10 18:32:04 UTC,0.171127,Somewhat-Bullish,Benzinga,0,Neutral
91,https://www.benzinga.com/government/regulations/25/02/43793464/robinhood-to-expands-crypto-offerings-in-singapore-in-push-for-global-growth,Robinhood To Expands Crypto Offerings In Singapore In Push For Global Growth - Robinhood Markets  ( NASDAQ:HOOD ) ,2025-02-18 18:54:49 UTC,0.206501,Somewhat-Bullish,Benzinga,0.105209,Neutral
817,https://www.benzinga.com/insights/cryptocurrency/24/02/36910802/cryptocurrency-vechains-price-increased-more-than-3-within-24-hours,Cryptocurrency VeChain's Price Increased More Than 3% Within 24 hours,2024-02-02 15:02:31 UTC,0.025784,Neutral,Benzinga,0.050526,Neutral
814,https://www.benzinga.com/insights/cryptocurrency/24/02/37159840/cryptocurrency-vechain-rises-more-than-32-in-24-hours,Cryptocurrency VeChain Rises More Than 32% In 24 hours,2024-02-15 15:01:22 UTC,0.053877,Neutral,Benzinga,0.092874,Neutral
810,https://www.benzinga.com/insights/cryptocurrency/24/02/37262936/cryptocurrency-vechain-up-more-than-8-in-24-hours,Cryptocurrency VeChain Up More Than 8% In 24 hours,2024-02-22 15:02:33 UTC,-0.032822,Neutral,Benzinga,-0.065881,Neutral
809,https://www.benzinga.com/insights/cryptocurrency/24/02/37313053/cryptocurrency-vechains-price-increased-more-than-11-within-24-hours,Cryptocurrency VeChain's Price Increased More Than 11% Within 24 hours,2024-02-26 15:03:50 UTC,0,Neutral,Benzinga,0.003835,Neutral
808,https://www.benzinga.com/insights/cryptocurrency/24/03/37543376/cryptocurrency-vechain-rises-more-than-4-in-24-hours,Cryptocurrency VeChain Rises More Than 4% In 24 hours,2024-03-07 19:01:17 UTC,-0.065631,Neutral,Benzinga,-0.112198,Neutral
805,https://www.benzinga.com/insights/cryptocurrency/24/03/38005834/cryptocurrency-vechain-up-more-than-3-in-24-hours,Cryptocurrency VeChain Up More Than 3% In 24 hours,2024-03-29 15:01:21 UTC,0.098702,Neutral,Benzinga,0.048136,Neutral
802,https://www.benzinga.com/insights/cryptocurrency/24/04/38204945/cryptocurrency-vechain-up-more-than-8-in-24-hours,Cryptocurrency VeChain Up More Than 8% In 24 hours,2024-04-11 15:02:44 UTC,0.143039,Neutral,Benzinga,0.123996,Neutral
794,https://www.benzinga.com/insights/cryptocurrency/24/07/39691652/cryptocurrency-vechain-up-more-than-7-in-24-hours,Cryptocurrency VeChain Up More Than 7% In 24 hours,2024-07-09 15:02:36 UTC,0.073258,Neutral,Benzinga,-0.003328,Neutral
886,https://www.benzinga.com/insights/cryptocurrency/24/07/39818191/cryptocurrency-filecoins-price-increased-more-than-7-within-24-hours,Cryptocurrency Filecoin's Price Increased More Than 7% Within 24 hours,2024-07-17 15:02:32 UTC,0.098744,Neutral,Benzinga,0.048553,Neutral
793,https://www.benzinga.com/insights/cryptocurrency/24/07/39846967/cryptocurrency-vechain-decreases-more-than-3-within-24-hours,Cryptocurrency VeChain Decreases More Than 3% Within 24 hours,2024-07-18 19:03:48 UTC,0.085218,Neutral,Benzinga,0.010286,Neutral
877,https://www.benzinga.com/insights/cryptocurrency/24/08/40224364/cryptocurrency-filecoin-down-more-than-3-within-24-hours,Cryptocurrency Filecoin Down More Than 3% Within 24 hours,2024-08-07 15:03:45 UTC,0.063959,Neutral,Benzinga,-0.041621,Neutral
874,https://www.benzinga.com/insights/cryptocurrency/24/08/40316675/cryptocurrency-filecoin-rises-more-than-3-in-24-hours,Cryptocurrency Filecoin Rises More Than 3% In 24 hours,2024-08-12 15:03:45 UTC,0.079969,Neutral,Benzinga,0.003756,Neutral
873,https://www.benzinga.com/insights/cryptocurrency/24/08/40376850/cryptocurrency-filecoin-falls-more-than-3-in-24-hours,Cryptocurrency Filecoin Falls More Than 3% In 24 hours,2024-08-14 19:02:39 UTC,0.104107,Neutral,Benzinga,0.051422,Neutral
871,https://www.benzinga.com/insights/cryptocurrency/24/08/40493111/cryptocurrency-filecoins-price-increased-more-than-3-within-24-hours,Cryptocurrency Filecoin's Price Increased More Than 3% Within 24 hours,2024-08-21 19:03:46 UTC,0.047383,Neutral,Benzinga,-0.063651,Neutral
548,https://www.benzinga.com/insights/cryptocurrency/24/09/40941639/bitcoin-cash-rises-more-than-9-in-24-hours,Bitcoin Cash Rises More Than 9% In 24 hours,2024-09-19 15:00:13 UTC,0.147778,Neutral,Benzinga,0.106623,Neutral
858,https://www.benzinga.com/insights/cryptocurrency/24/09/40946317/cryptocurrency-filecoins-price-increased-more-than-6-within-24-hours,Cryptocurrency Filecoin's Price Increased More Than 6% Within 24 hours,2024-09-19 19:03:44 UTC,0.124537,Neutral,Benzinga,0.094296,Neutral
545,https://www.benzinga.com/insights/cryptocurrency/24/09/41068797/bitcoin-cash-rises-more-than-3-in-24-hours,Bitcoin Cash Rises More Than 3% In 24 hours,2024-09-27 15:00:12 UTC,0.143061,Neutral,Benzinga,0.124012,Neutral
851,https://www.benzinga.com/insights/cryptocurrency/24/10/41253303/cryptocurrency-filecoin-down-more-than-4-within-24-hours,Cryptocurrency Filecoin Down More Than 4% Within 24 hours,2024-10-09 15:03:47 UTC,0.042614,Neutral,Benzinga,-0.085444,Neutral
537,https://www.benzinga.com/insights/cryptocurrency/24/10/41319557/bitcoin-cash-rises-more-than-10-in-24-hours,Bitcoin Cash Rises More Than 10% In 24 hours,2024-10-14 19:00:10 UTC,0.140675,Neutral,Benzinga,0.119312,Neutral
847,https://www.benzinga.com/insights/cryptocurrency/24/10/41389657/cryptocurrency-filecoin-decreases-more-than-3-within-24-hours,Cryptocurrency Filecoin Decreases More Than 3% Within 24 hours,2024-10-17 19:02:37 UTC,0.104107,Neutral,Benzinga,0.051422,Neutral
533,https://www.benzinga.com/insights/cryptocurrency/24/10/41528356/bitcoin-cashs-price-increased-more-than-5-within-24-hours,Bitcoin Cash's Price Increased More Than 5% Within 24 hours,2024-10-24 19:01:20 UTC,0.023783,Neutral,Benzinga,-0.04724,Neutral
528,https://www.benzinga.com/insights/cryptocurrency/24/11/41783855/bitcoin-cash-rises-more-than-9-in-24-hours,Bitcoin Cash Rises More Than 9% In 24 hours,2024-11-06 19:01:19 UTC,0.054331,Neutral,Benzinga,-0.04698,Neutral
844,https://www.benzinga.com/insights/cryptocurrency/24/11/41846309/cryptocurrency-filecoins-price-increased-more-than-3-within-24-hours,Cryptocurrency Filecoin's Price Increased More Than 3% Within 24 hours,2024-11-08 15:04:40 UTC,0.122042,Neutral,Benzinga,0.088243,Neutral
597,https://www.benzinga.com/insights/cryptocurrency/24/12/42592818/test0-9931786450199349-chainlink-falls-more-than-8-in-24-hours,Test0.9931786450199349: Chainlink Falls More Than 8% In 24 hours,2024-12-19 15:00:10 UTC,0.011893,Neutral,Benzinga,-0.127503,Neutral
231,https://www.benzinga.com/insights/cryptocurrency/25/01/43306044/cardano-falls-more-than-4-in-24-hours,Cardano Falls More Than 4% In 24 hours,2025-01-29 15:01:22 UTC,0.042614,Neutral,Benzinga,-0.085444,Neutral
212,https://www.benzinga.com/insights/cryptocurrency/25/02/43626306/cardano-up-more-than-12-in-24-hours,Cardano Up More Than 12% In 24 hours,2025-02-11 15:00:15 UTC,0.094651,Neutral,Benzinga,0.036832,Neutral
456,https://www.benzinga.com/insights/cryptocurrency/25/02/43814240/litecoin-up-more-than-6-in-24-hours,Litecoin Up More Than 6% In 24 hours,2025-02-19 15:00:35 UTC,0.122024,Neutral,Benzinga,0.084987,Neutral
736,https://www.benzinga.com/markets/cryptocurrency/22/03/26338904/bitcoin-ethereum-altcoins-saw-193m-inflows-last-week-heres-the-region-most-bullish-on-cryp,"Bitcoin, Ethereum, Altcoins Saw $193M Inflows Last Week: Here's Where Majority Of The Bullishness Is Coming From",2022-03-29 05:12:39 UTC,0.018856,Neutral,Benzinga,0.034272,Neutral
735,https://www.benzinga.com/markets/cryptocurrency/22/03/26373435/cryptocurrency-cosmos-hub-falls-more-than-4-in-24-hours,Cryptocurrency Cosmos Hub Falls More Than 4% In 24 hours,2022-03-30 14:06:50 UTC,-0.027914,Neutral,Benzinga,0.018567,Neutral
